comment; score; time
lol; 1; 2013-05-24 12:25:11
yyyyyyyyyyyyyyyyyyyyyyyyyyaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaayyyyyyyyyyyyyyyyyyyyyyyyyyyyy; 0; 2013-05-24 10:32:41
; -1; 2013-05-24 12:27:29
bad idea; -1; 2013-05-24 13:54:48
c; -1; 2013-05-24 14:12:19
http //www.getmangos.co.uk http //www.getmangos.com join shortly; 0; 2013-05-24 14:05:56
clarify person responsible find http //mangosbackupforum.com/; 0; 2013-05-25 07:43:41
look spell must say mostly wonder whether wise use spell-range area-filling ...; 0; 2012-11-07 11:19:57
exactly 50k radius; 0; 2012-11-06 15:50:25
zakamurite contact way speak ...; 0; 2012-11-08 14:19:22
x-savior skype yakikhadafi e-mail; 0; 2012-11-08 23:36:48
email list git seem find account getmangos.com forum pm; 0; 2012-11-09 08:35:29
zakamurite send e-mail; 0; 2012-11-12 10:23:44
zakamurite please check email ... send message; 0; 2012-11-13 18:57:35
godspeed schmoo; 0; 2012-08-24 09:16:32
decide continue work http //github.com/cmangos; 0; 2012-08-26 04:44:45
's move code one place another error possible; 0; 2012-08-21 22:12:43
receive guid use must may equal current charmguid different reaction also event must result opcode ...; 0; 2012-08-21 22:22:00
aleays free keep notion; 1; 2012-08-22 08:28:13
original method create placeholder move wrong bug code one place another please forgive stupidity think joking; 1; 2012-08-22 07:46:59
rsa good style work git repo good commit part file move new file good code move without change possible also let add project file update independent code change also good clear change vie; 0; 2012-08-22 10:40:35
владимир не берите на душу мне уже довольно давно надоело воевать с мельницами поэтому я больше прикалываюсь сейчас так вообще вся энергия ушла в -tree возможно это и хорошо хотя и втыкивание патчей с трехлетней историей тоже наверное плюс ... хз ...; 0; 2012-08-23 00:22:05
создание плейсхолдера часто техническая операция переноса того что туда должно уйти причем тут ошибки главное некий критерий сортировки что к нему относиться и все исправление ошибок для других коммитов не вижу повода для приколов он например нуже; 0; 2012-08-23 02:25:23
вот и надо было бы добавить чистый плейсхолдер без кода и без ошибок именно как плейсхолдер для дальнейшей работы не было бы повода прикалываться насчет добавления реализаций я не вижу что можно добавить рабочего из бранча kid10 там все настолько за; 0; 2012-08-23 02:39:42
schmoozerd something tell leave project pity hardly somewhere find another leader ... 'm long time take seriously perhaps good behavior something offend apologize good luck; 0; 2012-08-23 09:14:49
confirm rude n't think responsability; 0; 2012-08-23 09:26:32
