comment; score; time
well let hope skill indeed sharp remember mango community qa dev team quality project highly dependent participation patch testing miss chance report issue patch; 0; 2010-11-16 12:30:02
ambal о_о return; 0; 2010-11-16 12:54:05
cooollll thank ambal; 1; 2010-11-16 15:51:30
great job ambal; 1; 2010-11-16 12:54:32
look interesting post information commit actually; 1; 2010-11-17 04:54:43
woooow nice work thanks; 1; 2010-11-16 19:13:44
xeross http //getmangos.com/community/viewtopic.php id=15615; 0; 2010-11-17 05:42:02
use vc90 primary ide give error check apply patch threadingmodel.h cause error try pass 'const object 'non-const constructor w/o call const_cast; 0; 2010-11-18 01:15:20
oh sorry mistake; -1; 2010-11-18 01:36:24
wow; 1; 2010-11-15 08:50:13
o_o; -1; 2010-11-15 09:03:37
'm nerdsgam right o_o; 0; 2010-11-15 09:14:07
cross-team item convertion safely easy parse wowhead item page blizzard provide convertion table bad fail get table also parse armory 's complicated wowhead; 0; 2010-11-04 15:54:42
next step core code possible implement limited conversion mail send another team case possible account retail; 0; 2010-11-04 16:27:35
send heirloom cross-team mail n't know heirloom item convert faction-transfer; 0; 2010-11-04 16:42:33
guess mean faction `` team '' example faction change; 0; 2010-11-04 19:18:16
full id list http //gist.github.com/665520; 0; 2010-11-06 10:28:08
thanx shadez; 0; 2010-11-14 02:43:25
like fix bug prefer fix always free undo commit locally; 1; 2010-10-19 16:34:11
like see thing get fix also love see new thing implement awsome core account 50 new quest event dungeon etc new patch require feature dont ha; 0; 2010-10-19 17:17:50
add comment forget add config; 0; 2010-09-23 19:25:03
oh right didnt see ty; 0; 2010-09-23 19:49:33
add comment forget add config; 0; 2010-09-23 19:25:03
oh right didnt see ty; 0; 2010-09-23 19:49:33
looks like 've mess revision number; 1; 2010-07-13 11:04:37
revision number overrate; 0; 2010-07-13 11:09:53
guess mean grant xd; 1; 2010-07-13 12:32:12
grunt client 's name login protocol mangos rely look connection.log file log directory client; 0; 2010-07-13 13:10:20
cool thx; 1; 2010-07-12 13:09:19
fix client crash issue alteract; 0; 2010-07-12 13:52:04
think remove bug says theres enough players battleground end hr min; 0; 2010-07-12 13:53:40
oh ok; 1; 2010-07-12 13:55:04
cool thx; 1; 2010-07-12 13:09:19
fix client crash issue alteract; 0; 2010-07-12 13:52:04
think remove bug says theres enough players battleground end hr min; 0; 2010-07-12 13:53:40
oh ok; 1; 2010-07-12 13:55:04
laise huge update awesome thanks; 1; 2010-04-27 03:41:50
thanks; 1; 2010-04-27 03:50:46
awesome; 1; 2010-04-27 04:01:28
oh god laise 're beast p; 0; 2010-04-27 09:35:00
except easy code future also fix damage/heal time aura store caster damage apply meaning caster example dy dot still amount damage dependent target side ofc; 0; 2010-04-27 07:20:05
oh god laise 're beast p; 0; 2010-04-27 09:35:00
also fix shatter combo; 0; 2010-04-28 06:11:06
shatter combo fix 9784; 0; 2010-04-28 21:18:24
already revert revision xd; 1; 2010-04-28 23:41:27
anyone high conflagrate damage spelleffects.cpp line 512-513 try remove call spelldamagebonusdone maybe also taken; 0; 2010-04-28 21:27:08
clean core happen; 1; 2010-05-03 00:53:10
