comment; score; time
мда ... нет слов это теперь девелоперы такие пошли п-ц котенку ...; 0; 2013-01-04 08:10:48
crlf -_\\\\; 0; 2013-01-03 10:45:52
yup developer abandon even n't know c++ good good feature; -1; 2013-01-04 17:31:44
least 're good obfuscate commit change; 1; 2013-01-04 21:52:09
include unistd.h comment dont compile ubuntu; 0; 2013-01-05 05:46:19
line break build linux ... use linux mint 14 cinnamon; 0; 2013-01-05 08:37:48
indeed; 0; 2013-01-06 16:13:35
's move code one place another error possible; 0; 2012-08-21 22:12:43
receive guid use must may equal current charmguid different reaction also event must result opcode ...; 0; 2012-08-21 22:22:00
aleays free keep notion; 1; 2012-08-22 08:28:13
original method create placeholder move wrong bug code one place another please forgive stupidity think joking; 1; 2012-08-22 07:46:59
rsa good style work git repo good commit part file move new file good code move without change possible also let add project file update independent code change also good clear change vie; 0; 2012-08-22 10:40:35
владимир не берите на душу мне уже довольно давно надоело воевать с мельницами поэтому я больше прикалываюсь сейчас так вообще вся энергия ушла в -tree возможно это и хорошо хотя и втыкивание патчей с трехлетней историей тоже наверное плюс ... хз ...; 0; 2012-08-23 00:22:05
создание плейсхолдера часто техническая операция переноса того что туда должно уйти причем тут ошибки главное некий критерий сортировки что к нему относиться и все исправление ошибок для других коммитов не вижу повода для приколов он например нуже; 0; 2012-08-23 02:25:23
вот и надо было бы добавить чистый плейсхолдер без кода и без ошибок именно как плейсхолдер для дальнейшей работы не было бы повода прикалываться насчет добавления реализаций я не вижу что можно добавить рабочего из бранча kid10 там все настолько за; 0; 2012-08-23 02:39:42
schmoozerd something tell leave project pity hardly somewhere find another leader ... 'm long time take seriously perhaps good behavior something offend apologize good luck; 0; 2012-08-23 09:14:49
confirm rude n't think responsability; 0; 2012-08-23 09:26:32
expect answer rudeness agree reflection real character 'm pretty much mangos member quite unintelligent profession bargain quiet place work past; 0; 2012-08-23 09:50:23
schmoozerd may know n't mind course kinda sad see leave; 0; 2012-08-23 13:21:27
commit fork first test compile virtual machine; 0; 2012-08-03 21:05:01
triggered spell cooldown 6 second guess wo n't work ...; 0; 2011-09-27 11:35:02
im 100 sure blizz never plain cast spell multiple time achieve max stackamount aura creation; 0; 2011-09-27 08:49:27
sence dispute someone read line sniff; 0; 2011-09-27 23:00:48
shauren sure guy source check instead write memory; 0; 2011-09-28 04:09:51
zergtmn say trigger spell cd wo n't work must set stack amount aura creation; 0; 2011-09-28 05:41:40
const_cast perfectly fit case need remove const modifier spellentry const*; 0; 2011-07-30 05:19:25
static_cast slowdown cast type use multiple inheritance; 0; 2011-08-26 11:19:41
hmm good note yes case multiple inheritance require additional code generation compiler cast work simplified comparison dynamic case way require; 0; 2011-08-26 13:01:40
yes mutiply inheritance case generate real code mostly update 'this pointer register different no-op case const_cast reinterpret_cast note code cleary simple generate dynamic_cast code least; 0; 2011-08-27 12:33:28
static_cast operator compile-time operation oppose dynamic_cast execution-time operation relies rtti; 0; 2011-08-27 03:51:05
db data http //paste2.org/p/1478371; 0; 2011-06-19 08:23:07
remove const ... void set getrawvalue; 0; 2012-04-22 01:18:00
pass uint64 reference ineffective; 0; 2012-04-22 04:40:08
clean solution already rebuild also ...; 1; 2011-06-11 11:52:09
ok thank far try reinstall service pack instal though; 0; 2011-06-12 01:24:25
try mark objectguid uint32 const constructor explicit; 0; 2011-06-12 04:30:39
ah zergtmn good note explicit explicit main declaration wrong us catch declaration also good make explicit case; 0; 2011-06-12 10:12:51
chance use ofc project file mangosdir/win dir maybe use cmake generated version; 0; 2011-06-13 12:34:26
vs2008 sp1 pc iso download microsoft reinstall ...; 0; 2011-06-13 14:13:34
mean problem exist beofre commit hide base affect hash_value look like instal sp1 vs2008 note free version vs2008 exist sp1 independent instal need; 0; 2011-06-13 14:09:34
help http //gist.github.com/1024064; 1; 2011-06-13 17:10:13
thank far weird problem solve reinstall; -1; 2011-06-14 04:12:35
know version take chromium n't use often important; 0; 2011-06-01 04:01:01
use setrotationangles; 0; 2011-05-24 05:43:12
thank much; 1; 2011-05-24 06:30:13
confirm gameobjects seem ignore orientation sometimes; 0; 2011-05-25 12:23:17
construct like `` someguid ... `` 's safe use `` operator void* '' conversion instead; 0; 2011-05-16 00:25:12
ca n't imagine operator void* replace m_guid never null; 0; 2011-05-16 00:57:00
find another place use suggest way implement operator use ^^ one time thanks point ^^; 0; 2011-06-11 04:47:29
hmm intresting point read like way ... case think select way cast raw uint64 also must work ok; 0; 2011-05-16 11:23:34
yay vehicle implementation; 1; 2011-04-20 10:29:47
first vehicle commit; 1; 2011-04-20 12:04:19
е-ма-е ... уж и ждать перестал; 0; 2011-04-20 10:35:21
first; 0; 2011-04-20 12:09:59
finally; 0; 2011-04-20 23:04:56
mount vehicle clean core yet; 0; 2011-05-04 23:45:08
faq bad method store spell need method like player spells/talents store; 0; 2011-05-05 02:37:55
try find msvcr100.dll compile vc90; 0; 2011-04-20 04:03:36
install visual c++ 2010 redist; 0; 2011-04-20 04:11:53
ok thx; 1; 2011-04-20 04:15:13
