comment; score; time
know would good see ip ingame associate account see account player 1 account; 0; 2010-04-25 20:32:43
store last used ip account login mean search account ip; 0; 2010-04-25 21:33:56
nice thanks vladimir; 1; 2010-04-26 19:51:13
something like '.lookup player ip ip limit account would nice yes; 0; 2010-04-26 01:46:16
would definitely interesting useful command; 1; 2010-04-26 08:41:25
9886 implement .lookup account command; 0; 2010-05-13 00:45:04
know would good see ip ingame associate account see account player 1 account; 0; 2010-04-25 20:32:43
store last used ip account login mean search account ip; 0; 2010-04-25 21:33:56
nice thanks vladimir; 1; 2010-04-26 19:51:13
something like '.lookup player ip ip limit account would nice yes; 0; 2010-04-26 01:46:16
would definitely interesting useful command; 1; 2010-04-26 08:41:25
9886 implement .lookup account command; 0; 2010-05-13 00:45:04
hello hunuza please tell kind crash relate; 1; 2010-04-22 10:32:26
thank; 1; 2010-04-22 11:00:02
first one relate m_mover second one fix; 0; 2010-04-22 12:38:35
kind problem take say `` many broken spell '' relate table scar; 0; 2010-04-15 22:13:04
client switch 3.3.2; 0; 2010-04-15 22:31:45
client switch character_talent table implementation first login update server run query delete exist talent spell character_spell character use spell condition create secounds delay xxk chara; 0; 2010-04-15 22:31:03
simple player see another player game; 0; 2010-04-10 18:56:27
vladimir dont mind kind problem talk affect player; 0; 2010-04-10 18:52:10
see post vladimir reset 'all talent important expect make patch soon think great job vlad thanks; 0; 2010-04-09 14:53:39
excellent news; 1; 2010-04-09 12:18:13
ask order include affect gcc learn purpose; 0; 2010-04-09 07:27:21
achievementmgr.h use enum gender define shareddefines.h shareddefines.h include achievementmgr.h necessary include .cpp file include shareddefines.h achievementmgr.h gcc require hav; 0; 2010-04-09 07:33:55
like case good explicit include achievementmgr.h; 1; 2010-04-09 10:41:03
well slap silly call sussy great work; 1; 2010-04-06 18:52:14
wow great work implement =d congratz; 1; 2010-04-06 18:40:50
oh thank 9689; 1; 2010-04-07 06:15:06
amazing amaze thank much; 1; 2010-04-06 09:14:30
see lol commit content ...; 1; 2010-04-02 17:51:49
well think usefull noob user; 0; 2010-04-02 17:25:52
n't use mangos mangos years back; 0; 2010-04-02 19:59:43
